EVM,EQEE,EQPE,ETM,SVM,E11,E22,E33,E23,E13,E12,S11,S22,S33,S23,S13,S12,TempK,EQSR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0
0.000963551,0.000963493,5.80189e-08,0,97.4302,-0.000334048,-0.000348084,0.001,0.0001155,-0.000113402,5.68061e-05,0,0,97.4302,0,0,0,293,4.81772e+07
0.00192706,0.00192688,1.80976e-07,0,194.839,-0.000667861,-0.000695945,0.002,0.0002309,-0.000226687,0.000113625,0,0,194.839,0,0,0,293,4.81752e+07
0.00289052,0.00289014,3.6116e-07,0,292.221,-0.0010014,-0.00104354,0.003,0.000346161,-0.00033982,0.00017046,0,0,292.221,0,0,0,293,4.81736e+07
0.00385394,0.00385332,5.76937e-07,0,389.583,-0.00133469,-0.0013909,0.004,0.000461332,-0.000452845,0.000227312,0,0,389.583,0,0,0,293,4.8171e+07
0.00481732,0.00481643,8.2539e-07,0,486.927,-0.00166775,-0.00173803,0.005,0.000576416,-0.000565763,0.000284179,0,0,486.927,0,0,0,293,4.81692e+07
0.00578067,0.00577945,1.1102e-06,0,584.252,-0.00200056,-0.00208494,0.006,0.000691412,-0.000678575,0.000341061,0,0,584.252,0,0,0,293,4.81674e+07
0.00674398,0.00674238,1.44038e-06,0,681.558,-0.00233314,-0.00243162,0.007,0.000806318,-0.000791278,0.000397955,0,0,681.558,0,0,0,293,4.81656e+07
0.00770725,0.0077052,1.83121e-06,0,778.843,-0.00266549,-0.00277808,0.008,0.000921128,-0.000903868,0.000454858,0,0,778.843,0,0,0,293,4.81637e+07
0.00867048,0.0086679,2.30703e-06,0,876.106,-0.00299761,-0.00312431,0.009,0.00103584,-0.00101633,0.000511764,0,0,876.106,0,0,0,293,4.81617e+07
0.00963367,0.00963045,2.9066e-06,0,973.342,-0.0033295,-0.00347033,0.01,0.00115043,-0.00112867,0.00056866,0,0,973.342,0,0,0,293,4.81594e+07
0.0105968,0.0105928,3.69109e-06,0,1070.55,-0.00366119,-0.00381614,0.011,0.00126488,-0.00124084,0.00062553,0,0,1070.55,0,0,0,293,4.81568e+07
0.0115599,0.0115548,4.75974e-06,0,1167.71,-0.00399268,-0.00416175,0.012,0.00137917,-0.00135283,0.000682342,0,0,1167.71,0,0,0,293,4.81535e+07
0.0125228,0.0125164,6.27772e-06,0,1264.82,-0.004324,-0.00450718,0.013,0.00149324,-0.00146457,0.000739039,0,0,1264.82,0,0,0,293,4.81493e+07
0.0134857,0.0134774,8.52788e-06,0,1361.85,-0.00465521,-0.00485245,0.014,0.001607,-0.00157597,0.000795525,0,0,1361.85,0,0,0,293,4.81432e+07
0.0144484,0.0144372,1.20083e-05,0,1458.77,-0.0049864,-0.00519763,0.015,0.00172031,-0.00168687,0.000851619,0,0,1458.77,0,0,0,293,4.81341e+07
0.0154108,0.0153953,1.76218e-05,0,1555.48,-0.00531773,-0.0055428,0.016,0.00183289,-0.00179697,0.000906981,0,0,1555.48,0,0,0,293,4.81195e+07
0.0163726,0.0163501,2.70505e-05,0,1651.87,-0.0056495,-0.00588812,0.017,0.00194424,-0.0019057,0.000960964,0,0,1651.87,0,0,0,293,4.80948e+07
0.0173336,0.0172991,4.35155e-05,0,1747.65,-0.00598228,-0.00623393,0.018,0.00205345,-0.00201203,0.00101229,0,0,1747.65,0,0,0,293,4.80515e+07
0.0182929,0.0182372,7.33515e-05,0,1842.31,-0.00631722,-0.00658084,0.019,0.0021588,-0.00211397,0.00105837,0,0,1842.31,0,0,0,293,4.79753e+07
