EVM,EQEE,EQPE,ETM,SVM,E11,E22,E33,E23,E13,E12,S11,S22,S33,S23,S13,S12,TempK,EQSR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0
0.000562164,9.24859e-05,0.000496955,0,9.36454,-0.000323092,-0.000146391,0.0005,0.000103302,-1.29454e-05,0.000194442,0,0,9.36454,0,0,0,298,0.123007
0.00117499,9.24185e-05,0.00111201,0,9.3469,-0.000680346,-0.000289194,0.001,0.000246288,-2.32607e-05,0.000447813,0,0,9.3469,0,0,0,298,0.123016
0.00178931,9.27355e-05,0.00172665,0,9.36475,-0.00103749,-0.000431995,0.0015,0.000389512,-3.40011e-05,0.000700989,0,0,9.36475,0,0,0,298,0.123017
0.00240423,9.28784e-05,0.00234186,0,9.37951,-0.00139466,-0.000574771,0.002,0.000533333,-4.53646e-05,0.000954229,0,0,9.37951,0,0,0,298,0.123055
0.00301931,9.32801e-05,0.00295657,0,9.39196,-0.00175185,-0.000717545,0.0025,0.000677165,-5.67274e-05,0.00120748,0,0,9.39196,0,0,0,298,0.123058
0.0036343,9.39989e-05,0.00357127,0,9.45616,-0.00210888,-0.000860305,0.003,0.000821201,-6.84897e-05,0.00146043,0,0,9.45616,0,0,0,298,0.123026
0.00424938,9.47998e-05,0.00418598,0,9.529,-0.00246599,-0.00100296,0.0035,0.000965559,-8.02539e-05,0.00171324,0,0,9.529,0,0,0,298,0.123035
0.00486454,9.55758e-05,0.00480074,0,9.61004,-0.00282311,-0.00114557,0.004,0.00111025,-9.22005e-05,0.00196596,0,0,9.61004,0,0,0,298,0.123047
0.00547971,9.63188e-05,0.00541543,0,9.68232,-0.00317996,-0.00128849,0.0045,0.00125513,-0.00010444,0.00221868,0,0,9.68232,0,0,0,298,0.123047
0.00609484,9.71562e-05,0.00603004,0,9.75701,-0.00353648,-0.00143172,0.005,0.00140015,-0.00011702,0.00247132,0,0,9.75701,0,0,0,298,0.123035
0.00670999,9.8112e-05,0.0066447,0,9.84515,-0.00389284,-0.00157508,0.0055,0.00154545,-0.000130038,0.00272389,0,0,9.84515,0,0,0,298,0.123037
