EVM,EQEE,EQPE,ETM,SVM,E11,E22,E33,E23,E13,E12,S11,S22,S33,S23,S13,S12,TempK,EQSR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0
0.000963744,0.000963686,5.79858e-08,0,97.5437,-0.000359048,-0.000322713,0.001,-0.000125329,-4.95106e-05,-0.000106189,0,0,97.5437,0,0,0,293,4.81869e+07
0.00192745,0.00192727,1.79799e-07,0,195.062,-0.000717835,-0.000645245,0.002,-0.000250518,-9.90137e-05,-0.000212365,0,0,195.062,0,0,0,293,4.81852e+07
0.00289112,0.00289075,3.57211e-07,0,292.547,-0.00107632,-0.000967548,0.003,-0.000375526,-0.000148492,-0.000318527,0,0,292.547,0,0,0,293,4.81838e+07
0.00385475,0.00385414,5.69869e-07,0,390.009,-0.00143453,-0.00128966,0.004,-0.000500404,-0.000197964,-0.000424686,0,0,390.009,0,0,0,293,4.81817e+07
0.00481836,0.00481747,8.16563e-07,0,487.448,-0.00179249,-0.00161158,0.005,-0.000625154,-0.000247433,-0.000530841,0,0,487.448,0,0,0,293,4.81802e+07
0.00578193,0.00578071,1.10214e-06,0,584.863,-0.00215018,-0.00193332,0.006,-0.000749775,-0.0002969,-0.000636988,0,0,584.863,0,0,0,293,4.81787e+07
0.00674547,0.00674387,1.4367e-06,0,682.254,-0.00250761,-0.00225487,0.007,-0.000874263,-0.000346365,-0.000743123,0,0,682.254,0,0,0,293,4.81771e+07
0.00770898,0.00770692,1.83805e-06,0,779.619,-0.00286478,-0.00257625,0.008,-0.000998613,-0.000395827,-0.000849238,0,0,779.619,0,0,0,293,4.81755e+07
0.00867245,0.00866984,2.33511e-06,0,876.955,-0.00322168,-0.00289745,0.009,-0.00112281,-0.000445288,-0.000955319,0,0,876.955,0,0,0,293,4.81736e+07
0.00963588,0.0096326,2.97478e-06,0,974.258,-0.00357834,-0.00321848,0.01,-0.00124685,-0.000494746,-0.00106135,0,0,974.258,0,0,0,293,4.81715e+07
0.0105993,0.0105951,3.83471e-06,0,1071.52,-0.00393474,-0.00353937,0.011,-0.00137069,-0.0005442,-0.00116728,0,0,1071.52,0,0,0,293,4.81689e+07
0.0115626,0.0115573,5.04628e-06,0,1168.74,-0.00429091,-0.00386013,0.012,-0.00149429,-0.000593648,-0.00127307,0,0,1168.74,0,0,0,293,4.81654e+07
0.0125258,0.012519,6.83777e-06,0,1265.88,-0.00464688,-0.0041808,0.013,-0.00161756,-0.00064309,-0.00137861,0,0,1265.88,0,0,0,293,4.81605e+07
0.0134888,0.0134797,9.61829e-06,0,1362.92,-0.0050027,-0.00450143,0.014,-0.00174036,-0.000692522,-0.0014837,0,0,1362.92,0,0,0,293,4.81531e+07
0.0144516,0.0144391,1.41432e-05,0,1459.8,-0.00535849,-0.00482212,0.015,-0.00186242,-0.000741944,-0.001588,0,0,1459.8,0,0,0,293,4.8141e+07
0.015414,0.0153957,2.1851e-05,0,1556.39,-0.00571449,-0.00514304,0.016,-0.00198323,-0.000791352,-0.00169081,0,0,1556.39,0,0,0,293,4.812e+07
