EVM,EQEE,EQPE,ETM,SVM,E11,E22,E33,E23,E13,E12,S11,S22,S33,S23,S13,S12,TempK,EQSR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0
0.00048765,0.000123297,0.000377054,0,13.0917,-0.00023764,-0.000219698,0.0005,2.19511e-06,-4.63707e-07,-8.1711e-06,0,0,13.0917,0,0,0,293,7.50182e-05
0.000987226,0.000129952,0.000874411,0,13.4608,-0.00050902,-0.000447114,0.001,3.71278e-06,-7.31098e-06,-2.0613e-05,0,0,13.4608,0,0,0,293,7.43072e-05
0.00148765,0.000133899,0.00137337,0,13.5709,-0.000780684,-0.000675092,0.0015,7.50544e-06,-1.28073e-05,-3.1786e-05,0,0,13.5709,0,0,0,293,7.51284e-05
0.00198823,0.000136954,0.00187171,0,13.691,-0.00105219,-0.000903196,0.002,1.20348e-05,-1.77952e-05,-4.35969e-05,0,0,13.691,0,0,0,293,7.50923e-05
0.00248879,0.000140234,0.00236903,0,13.8538,-0.00132279,-0.00113206,0.0025,1.67471e-05,-2.24008e-05,-5.54386e-05,0,0,13.8538,0,0,0,293,7.5084e-05
0.00298923,0.000143545,0.00286664,0,14.1257,-0.00159257,-0.0013614,0.003,2.14941e-05,-2.67952e-05,-6.72717e-05,0,0,14.1257,0,0,0,293,7.50431e-05
0.00348968,0.000146731,0.00336312,0,14.3683,-0.00186189,-0.00159129,0.0035,2.62665e-05,-3.1067e-05,-7.9076e-05,0,0,14.3683,0,0,0,293,7.50398e-05
0.0039901,0.000149938,0.00385937,0,14.6372,-0.0021307,-0.0018216,0.004,3.10434e-05,-3.5242e-05,-9.08175e-05,0,0,14.6372,0,0,0,293,7.50311e-05
0.00449049,0.000153124,0.00435543,0,14.9126,-0.00239916,-0.00205225,0.0045,3.58252e-05,-3.93327e-05,-0.000102516,0,0,14.9126,0,0,0,293,7.50247e-05
0.00499078,0.000156352,0.00485275,0,15.2762,-0.00266722,-0.002283,0.005,4.06166e-05,-4.33681e-05,-0.000114188,0,0,15.2762,0,0,0,293,7.50235e-05
0.00549116,0.000159503,0.0053489,0,15.5488,-0.00293533,-0.002514,0.0055,4.54216e-05,-4.73533e-05,-0.000125881,0,0,15.5488,0,0,0,293,7.50201e-05
0.00599152,0.000162658,0.00584505,0,15.8384,-0.00320328,-0.0027451,0.006,5.0234e-05,-5.1299e-05,-0.000137583,0,0,15.8384,0,0,0,293,7.50194e-05
0.00649191,0.000165244,0.00634253,0,16.0862,-0.00347098,-0.00297659,0.0065,5.5113e-05,-5.51992e-05,-0.000149255,0,0,16.0862,0,0,0,293,7.50847e-05
0.00699227,0.00016836,0.00683828,0,16.3551,-0.00373844,-0.00320827,0.007,5.99741e-05,-5.90677e-05,-0.000160909,0,0,16.3551,0,0,0,293,7.50419e-05
0.0074925,0.000171558,0.00733562,0,16.7286,-0.00400553,-0.00343995,0.0075,6.48222e-05,-6.29116e-05,-0.000172542,0,0,16.7286,0,0,0,293,7.50614e-05
0.00799276,0.00017475,0.00783315,0,17.0853,-0.00427261,-0.00367171,0.008,6.96774e-05,-6.67355e-05,-0.000184191,0,0,17.0853,0,0,0,293,7.50643e-05
0.00849303,0.00017791,0.00833086,0,17.4294,-0.00453971,-0.00390349,0.0085,7.45406e-05,-7.0542e-05,-0.000195864,0,0,17.4294,0,0,0,293,7.50668e-05
0.0089933,0.000181072,0.00882873,0,17.7663,-0.00480681,-0.00413529,0.009,7.94111e-05,-7.43326e-05,-0.000207566,0,0,17.7663,0,0,0,293,7.50692e-05
0.00949359,0.000184207,0.00932672,0,18.0955,-0.00507394,-0.00436709,0.0095,8.42865e-05,-7.81091e-05,-0.00021929,0,0,18.0955,0,0,0,293,7.5069e-05
0.00999388,0.000187347,0.00982484,0,18.4215,-0.00534107,-0.0045989,0.01,8.91668e-05,-8.18724e-05,-0.000231036,0,0,18.4215,0,0,0,293,7.50705e-05
0.0104944,0.000190289,0.0103206,0,18.5724,-0.00560851,-0.00483096,0.0105,9.40547e-05,-8.5628e-05,-0.000242797,0,0,18.5724,0,0,0,293,7.50715e-05
0.0109948,0.000193271,0.0108161,0,18.7592,-0.00587577,-0.0050631,0.011,9.89187e-05,-8.93775e-05,-0.000254535,0,0,18.7592,0,0,0,293,7.50679e-05
0.011495,0.000196443,0.0113141,0,19.1573,-0.00614252,-0.00529505,0.0115,0.000103757,-9.31126e-05,-0.000266251,0,0,19.1573,0,0,0,293,7.5058e-05
0.0119954,0.00019946,0.0118123,0,19.3929,-0.0064096,-0.0055272,0.012,0.000108607,-9.68507e-05,-0.000277991,0,0,19.3929,0,0,0,293,7.50758e-05
0.0124958,0.000202391,0.0123071,0,19.5605,-0.00667684,-0.00575942,0.0125,0.000113453,-0.000100578,-0.000289814,0,0,19.5605,0,0,0,293,7.50561e-05
0.012996,0.000205583,0.0128053,0,19.9895,-0.00694338,-0.00599148,0.013,0.000118261,-0.000104284,-0.000301578,0,0,19.9895,0,0,0,293,7.5053e-05
0.0134964,0.000208559,0.0133036,0,20.2199,-0.00721036,-0.00622375,0.0135,0.000123107,-0.000107983,-0.00031341,0,0,20.2199,0,0,0,293,7.50655e-05
0.0139968,0.00021156,0.0138019,0,20.4691,-0.00747744,-0.00645585,0.014,0.000127961,-0.000111654,-0.000325339,0,0,20.4691,0,0,0,293,7.50655e-05
0.0144971,0.000214945,0.0142995,0,20.7236,-0.00774464,-0.00668782,0.0145,0.000132826,-0.000115297,-0.000337359,0,0,20.7236,0,0,0,293,7.50537e-05
0.0149973,0.000218712,0.0147962,0,21.1751,-0.00801098,-0.00692001,0.015,0.000137638,-0.000118972,-0.000349171,0,0,21.1751,0,0,0,293,7.50481e-05
0.0154977,0.000220618,0.0152947,0,21.3485,-0.00827792,-0.00715251,0.0155,0.000142528,-0.000122658,-0.000361149,0,0,21.3485,0,0,0,293,7.50405e-05
0.0159982,0.000222146,0.0157948,0,21.4757,-0.00854503,-0.00738498,0.016,0.000147428,-0.000126287,-0.000373198,0,0,21.4757,0,0,0,293,7.50757e-05
0.0164984,0.00022754,0.0162872,0,21.914,-0.00881167,-0.00761692,0.0165,0.000152123,-0.000129962,-0.000385465,0,0,21.914,0,0,0,293,7.49989e-05
0.0169988,0.000229361,0.0167855,0,22.1446,-0.00907838,-0.00784946,0.017,0.000156921,-0.000133644,-0.000397568,0,0,22.1446,0,0,0,293,7.5081e-05
0.0174989,0.000233002,0.0172822,0,22.5746,-0.00934469,-0.00808174,0.0175,0.000161707,-0.000137303,-0.000409609,0,0,22.5746,0,0,0,293,7.50551e-05
0.0179992,0.00023598,0.0177795,0,22.8904,-0.00961113,-0.00831427,0.018,0.00016653,-0.000140946,-0.000421633,0,0,22.8904,0,0,0,293,7.50751e-05
0.0184995,0.000238927,0.0182768,0,23.2009,-0.00987757,-0.00854682,0.0185,0.000171367,-0.000144582,-0.000433666,0,0,23.2009,0,0,0,293,7.50763e-05
0.0189999,0.000241774,0.018773,0,23.4028,-0.0101442,-0.00877953,0.019,0.000176211,-0.000148212,-0.000445719,0,0,23.4028,0,0,0,293,7.50278e-05
0.0195003,0.00024461,0.0192692,0,23.6248,-0.0104108,-0.00901225,0.0195,0.000181044,-0.000151836,-0.000457775,0,0,23.6248,0,0,0,293,7.50248e-05
0.0200005,0.000247559,0.0197665,0,23.9609,-0.0106771,-0.00924484,0.02,0.000185867,-0.000155457,-0.000469836,0,0,23.9609,0,0,0,293,7.50696e-05
0.0205008,0.000250474,0.0202642,0,24.2873,-0.0109434,-0.00947745,0.0205,0.000190693,-0.000159079,-0.000481932,0,0,24.2873,0,0,0,293,7.50723e-05
0.0210012,0.000253286,0.0207607,0,24.5058,-0.0112099,-0.00971019,0.021,0.000195524,-0.000162703,-0.000494062,0,0,24.5058,0,0,0,293,7.50254e-05
0.0215016,0.000256081,0.0212574,0,24.7384,-0.0114765,-0.00994291,0.0215,0.000200358,-0.000166323,-0.000506213,0,0,24.7384,0,0,0,293,7.50233e-05
