EVM,Mode 1,Mode 2
0.0780267,3.38503e+13,0.0796215
0.0785269,3.40047e+13,0.0806066
0.0790271,3.41553e+13,0.0815917
0.0795273,3.43074e+13,0.082579
0.0800275,3.44557e+13,0.0835679
0.0805277,3.4606e+13,0.0845558
0.0810279,3.4752e+13,0.0855449
0.0815282,3.49003e+13,0.0865333
0.0820284,3.50437e+13,0.0875248
0.0825286,3.51895e+13,0.0885166
0.0830288,3.53306e+13,0.0895089
0.083529,3.5474e+13,0.0905024
0.0840292,3.56129e+13,0.0914963
0.0845294,3.57539e+13,0.0924913
0.0850296,3.58906e+13,0.0934882
0.0855298,3.60293e+13,0.094485
0.0860301,3.61638e+13,0.0954831
0.0865302,3.63e+13,0.0964826
0.0870305,3.64323e+13,0.0974829
0.0875306,3.65661e+13,0.0984849
0.0880309,3.66962e+13,0.0994875
0.0885311,3.68277e+13,0.10049
0.0890313,3.69558e+13,0.101492
0.0895315,3.70852e+13,0.102495
0.0900317,3.72114e+13,0.103498
0.0905319,3.73386e+13,0.104502
0.0910322,3.74629e+13,0.105507
0.0915324,3.7588e+13,0.106512
0.0920331,3.77104e+13,0.107514
0.0925333,3.78329e+13,0.108519
0.0930336,3.79528e+13,0.109524
0.0935337,3.80739e+13,0.110531
0.0940339,3.81922e+13,0.111539
0.094534,3.83111e+13,0.112547
0.0950342,3.84276e+13,0.113557
0.0955344,3.85446e+13,0.114567
0.096035,3.86595e+13,0.115571
0.0965352,3.87744e+13,0.116578
0.0970355,3.88872e+13,0.117586
0.0975356,3.90008e+13,0.118594
0.0980357,3.91122e+13,0.119603
0.0985359,3.92239e+13,0.120612
0.0990362,3.93336e+13,0.12162
0.0995363,3.94437e+13,0.122631
0.100037,3.95519e+13,0.123638
0.100537,3.96599e+13,0.124646
0.101037,3.97663e+13,0.125655
0.101537,3.9873e+13,0.126666
0.102038,3.9978e+13,0.127677
0.102538,4.00829e+13,0.128688
0.103038,4.01865e+13,0.129695
0.103539,4.02897e+13,0.130704
0.104039,4.03914e+13,0.131713
0.104539,4.04934e+13,0.132724
0.105039,4.05938e+13,0.133734
0.105539,4.06944e+13,0.134745
0.10604,4.07935e+13,0.135753
0.10654,4.08922e+13,0.136763
0.10704,4.09896e+13,0.137772
0.10754,4.10872e+13,0.138783
0.108041,4.11834e+13,0.139794
0.108541,4.12794e+13,0.140805
0.109041,4.13742e+13,0.141814
0.109541,4.14686e+13,0.142825
0.110042,4.15636e+13,0.143835
0.110542,4.16568e+13,0.144848
0.111042,4.17497e+13,0.14586
0.111542,4.18414e+13,0.146871
0.112043,4.1933e+13,0.147882
0.112543,4.20234e+13,0.14889
0.113043,4.21144e+13,0.1499
0.113543,4.22043e+13,0.150907
0.114044,4.22938e+13,0.151918
0.114544,4.23824e+13,0.15293
0.115044,4.24703e+13,0.15394
0.115544,4.25579e+13,0.154949
0.116045,4.26436e+13,0.155953
0.116545,4.273e+13,0.156963
0.117045,4.28154e+13,0.157969
0.117545,4.29004e+13,0.158977
0.118046,4.29849e+13,0.159983
0.118546,4.30685e+13,0.160989
0.119046,4.3152e+13,0.161996
0.119546,4.3235e+13,0.163001
0.120046,4.3317e+13,0.164007
0.120547,4.33989e+13,0.165013
0.121047,4.34808e+13,0.166017
0.121547,4.35611e+13,0.167019
0.122047,4.36417e+13,0.168023
0.122548,4.37212e+13,0.169024
0.123048,4.38007e+13,0.170027
0.123548,4.38802e+13,0.171027
0.124048,4.39587e+13,0.172029
0.124549,4.40381e+13,0.173029
0.125049,4.4115e+13,0.174027
0.125549,4.41924e+13,0.175028
0.126049,4.42686e+13,0.176025
0.12655,4.43449e+13,0.177024
0.12705,4.44213e+13,0.178021
0.12755,4.44968e+13,0.17902
0.12805,4.4573e+13,0.180017
0.12855,4.46476e+13,0.181016
0.129051,4.47215e+13,0.182011
0.129551,4.47958e+13,0.183007
0.130051,4.48702e+13,0.183998
0.130551,4.80463e+13,0.185006
0.131052,4.81179e+13,0.186003
0.131552,4.81899e+13,0.187001
0.132052,4.82608e+13,0.187997
0.132552,4.83319e+13,0.188996
0.133053,4.84021e+13,0.18999
0.133553,4.84723e+13,0.190986
0.134053,4.85431e+13,0.19198
0.134554,4.8612e+13,0.192971
0.135054,4.86813e+13,0.193966
0.135554,4.87497e+13,0.194957
0.136054,4.88181e+13,0.195949
0.136554,4.88871e+13,0.196939
0.137054,4.89549e+13,0.197932
0.137555,4.90231e+13,0.198922
0.138055,4.90903e+13,0.199915
0.138555,4.91568e+13,0.200903
0.139055,4.92234e+13,0.201893
0.139556,4.92891e+13,0.20288
0.140056,4.93554e+13,0.203872
0.140556,4.94207e+13,0.20486
0.141056,4.94872e+13,0.20585
0.141557,4.95518e+13,0.206838
0.142057,4.96167e+13,0.207827
0.142557,4.9681e+13,0.208814
0.143057,4.97454e+13,0.209802
0.143558,4.98088e+13,0.210786
0.144058,4.98724e+13,0.211773
0.144558,4.9936e+13,0.212758
0.145058,4.9999e+13,0.213745
0.145558,5.00625e+13,0.214732
0.146059,5.01242e+13,0.215716
0.146559,5.01864e+13,0.216702
0.147059,5.02478e+13,0.217684
0.147559,5.03093e+13,0.218668
0.14806,5.03715e+13,0.219649
0.14856,5.04326e+13,0.220633
0.14906,5.04931e+13,0.221614
0.14956,5.05536e+13,0.222595
0.15006,5.06137e+13,0.223574
0.150561,5.06746e+13,0.224553
0.151061,5.07344e+13,0.225534
0.151561,5.07936e+13,0.226511
0.152061,5.08532e+13,0.227488
0.152562,5.09114e+13,0.228462
0.153062,5.09702e+13,0.229439
0.153562,5.10282e+13,0.230413
0.154062,5.10864e+13,0.231389
0.154563,5.11452e+13,0.232364
0.155063,5.12031e+13,0.233342
0.155563,5.12607e+13,0.234316
0.156064,5.13187e+13,0.235289
0.156564,5.13753e+13,0.236262
0.157064,5.14323e+13,0.237237
0.157565,5.14886e+13,0.238209
0.158065,5.1545e+13,0.239182
0.158565,5.16041e+13,0.240155
0.159065,5.16596e+13,0.241125
0.159566,5.17156e+13,0.242098
0.160066,5.17714e+13,0.243072
0.160566,5.18265e+13,0.244042
0.161066,5.18819e+13,0.245014
0.161567,5.19367e+13,0.245983
0.162067,5.19919e+13,0.246953
0.162567,5.20472e+13,0.247922
0.163067,5.21018e+13,0.248892
0.163568,5.21564e+13,0.249864
0.164068,5.22112e+13,0.250833
0.164569,5.59794e+13,0.251836
0.165069,5.60326e+13,0.252807
0.165569,5.60861e+13,0.253778
0.16607,5.61389e+13,0.254746
0.16657,5.61919e+13,0.255717
0.167071,5.62448e+13,0.256686
0.167571,5.6298e+13,0.257654
0.168071,5.63533e+13,0.258623
0.168571,5.64057e+13,0.259594
0.169072,5.64582e+13,0.260561
0.169572,5.65097e+13,0.261528
0.170072,5.65616e+13,0.262497
0.170573,5.66128e+13,0.263462
0.171073,5.66642e+13,0.264429
0.171574,5.67161e+13,0.265396
0.172074,5.67672e+13,0.266364
0.172574,5.6818e+13,0.26733
0.173075,5.6869e+13,0.268295
0.173575,5.69195e+13,0.269262
0.174075,5.69696e+13,0.270226
0.174575,5.70199e+13,0.271189
0.175076,5.70693e+13,0.27215
0.175576,5.71191e+13,0.273114
0.176076,5.71688e+13,0.274076
0.176577,5.72177e+13,0.275036
0.177077,5.72669e+13,0.276
0.177578,5.7316e+13,0.27696
0.178078,5.73648e+13,0.277919
0.178578,5.74142e+13,0.278879
0.179078,5.74628e+13,0.279843
0.179579,5.75116e+13,0.280803
0.180079,5.756e+13,0.281765
0.180579,5.76083e+13,0.282724
0.18108,5.76557e+13,0.283681
0.18158,5.77036e+13,0.284641
0.182081,5.77511e+13,0.285597
0.182581,5.77993e+13,0.286554
0.183081,5.78468e+13,0.287513
0.183581,5.78942e+13,0.288468
0.184082,5.79407e+13,0.289422
0.184582,5.79877e+13,0.290378
0.185083,5.80348e+13,0.291332
0.185583,5.80816e+13,0.292291
0.186083,5.81282e+13,0.293246
0.186584,5.81743e+13,0.294199
0.187084,5.82205e+13,0.295155
0.187584,5.82673e+13,0.296108
0.188085,5.83128e+13,0.297059
0.188585,5.83588e+13,0.298014
0.189085,5.84056e+13,0.298969
0.189586,5.84516e+13,0.299921
0.190086,5.84972e+13,0.300876
0.190586,5.85433e+13,0.301828
0.191087,5.85881e+13,0.302778
0.191587,5.86334e+13,0.303732
0.192087,5.86781e+13,0.304684
0.192588,5.87232e+13,0.305635
0.193088,5.87681e+13,0.306589
0.193588,5.8813e+13,0.307539
0.194089,5.88569e+13,0.308486
0.194589,5.89024e+13,0.309439
0.195089,5.89466e+13,0.310387
0.19559,5.89908e+13,0.311337
0.19609,5.90356e+13,0.312288
0.19659,5.90797e+13,0.313242
0.19709,5.91237e+13,0.314194
0.197591,5.9167e+13,0.315144
0.198091,5.92107e+13,0.316096
0.198592,5.92547e+13,0.317046
0.199092,5.92982e+13,0.318
0.199592,5.93413e+13,0.318951
0.200092,5.93848e+13,0.319903
