EVM,Mode 1,Mode 2
0.0630342,4.13314e+13,0.0071184
0.0635346,4.17081e+13,0.00755122
0.0640351,4.20816e+13,0.00799971
0.0645355,4.2451e+13,0.00846498
0.065036,4.28161e+13,0.00895334
0.0655364,4.31781e+13,0.00945574
0.0660368,4.35371e+13,0.00997043
0.0665372,4.38944e+13,0.0104894
0.0670376,4.42489e+13,0.0110224
0.067538,4.46001e+13,0.0115684
0.0680383,4.49478e+13,0.0121296
0.0685386,4.52921e+13,0.0127035
0.069039,4.56329e+13,0.0132943
0.0695393,4.59692e+13,0.0139065
0.0700396,4.63024e+13,0.0145306
0.0705399,4.66329e+13,0.0151635
0.0710402,4.69605e+13,0.0158106
0.0715405,4.72851e+13,0.0164666
0.0720408,4.76067e+13,0.0171347
0.0725411,4.7925e+13,0.017817
0.0730414,4.82399e+13,0.0185125
0.0735417,4.85522e+13,0.019217
0.074042,4.88627e+13,0.0199245
0.0745423,4.91713e+13,0.0206367
0.0750426,4.94783e+13,0.0213531
0.0755429,4.97829e+13,0.0220745
0.0760431,5.00853e+13,0.0228025
0.0765434,5.03852e+13,0.0235402
0.0770437,5.06836e+13,0.0242812
0.0775439,5.09804e+13,0.0250235
0.0780442,5.12746e+13,0.0257748
0.0785445,5.15673e+13,0.026529
0.0790447,5.18579e+13,0.0272887
0.079545,5.21469e+13,0.0280493
0.0800453,5.24344e+13,0.0288125
0.0805455,5.27202e+13,0.0295796
0.0810458,5.30044e+13,0.0303494
0.081546,5.32872e+13,0.0311206
0.0820462,5.35682e+13,0.0318944
0.0825465,5.38479e+13,0.0326695
0.0830467,5.41259e+13,0.0334487
0.0835469,5.4402e+13,0.0342303
0.0840471,5.46767e+13,0.0350127
0.0845474,5.49498e+13,0.0357984
0.0850476,5.52217e+13,0.0365825
0.0855478,5.54921e+13,0.0373687
0.086048,5.57611e+13,0.0381581
0.0865482,5.60283e+13,0.0389501
0.0870484,5.62945e+13,0.0397403
0.0875486,5.65589e+13,0.0405344
0.0880489,5.6822e+13,0.0413289
0.0885491,5.70838e+13,0.0421236
0.0890493,5.73443e+13,0.0429204
0.0895495,5.76032e+13,0.0437184
0.0900497,5.78605e+13,0.0445193
0.0905499,5.81165e+13,0.0453194
0.0910501,5.83711e+13,0.0461209
0.0915503,5.86242e+13,0.046926
0.0920505,5.88759e+13,0.0477311
0.0925507,5.91259e+13,0.048541
0.0930509,5.93744e+13,0.0493509
0.0935511,5.96219e+13,0.0501596
0.0940513,5.98679e+13,0.0509713
0.0945515,6.01125e+13,0.051782
0.0950517,6.03559e+13,0.0525942
0.0955519,6.05977e+13,0.0534073
0.0960521,6.0838e+13,0.0542225
0.0965523,6.10772e+13,0.055037
0.0970524,6.13151e+13,0.0558511
0.0975526,6.15518e+13,0.0566656
0.0980528,6.17871e+13,0.0574824
0.098553,6.20211e+13,0.0582987
0.0990531,6.22539e+13,0.0591141
0.0995533,6.24855e+13,0.0599297
0.100053,6.27157e+13,0.0607453
0.100554,6.29446e+13,0.0615619
0.101054,6.31721e+13,0.062379
0.101554,6.33983e+13,0.0631963
0.102054,6.36231e+13,0.0640159
0.102554,6.38466e+13,0.0648364
0.103055,6.40688e+13,0.0656577
0.103555,6.42897e+13,0.0664783
0.104055,6.45094e+13,0.0673008
0.104555,6.47277e+13,0.0681235
0.105055,6.49446e+13,0.0689498
0.105556,6.516e+13,0.0697775
0.106056,6.53741e+13,0.0706058
0.106556,6.55868e+13,0.071437
0.107056,6.57984e+13,0.0722669
0.107556,6.60087e+13,0.0730981
0.108057,6.62178e+13,0.0739295
0.108557,6.64254e+13,0.0747656
0.109057,6.66319e+13,0.0756011
0.109557,6.68369e+13,0.0764394
0.110057,6.70406e+13,0.0772803
0.110558,6.72432e+13,0.0781196
0.111058,6.74447e+13,0.078958
0.111558,6.7645e+13,0.0797993
0.112058,6.78439e+13,0.0806423
0.112558,6.80418e+13,0.081484
0.113059,6.82384e+13,0.0823269
0.113559,6.84339e+13,0.0831708
0.114059,6.86282e+13,0.0840153
0.114559,6.88215e+13,0.0848585
0.115059,6.90137e+13,0.0857021
0.11556,6.92048e+13,0.0865465
0.11606,6.93947e+13,0.0873922
0.11656,6.95835e+13,0.088239
0.11706,6.97713e+13,0.089084
0.11756,6.99581e+13,0.0899288
0.118061,7.01436e+13,0.0907782
0.118561,7.0328e+13,0.0916258
0.119061,7.05114e+13,0.0924752
0.119561,7.06936e+13,0.0933257
0.120061,7.08747e+13,0.0941764
0.120562,7.10547e+13,0.0950266
0.121062,7.12337e+13,0.0958786
0.121562,7.14117e+13,0.0967293
0.122062,7.15886e+13,0.097582
0.122563,7.17645e+13,0.0984329
0.123063,7.19395e+13,0.0992876
0.123563,7.21134e+13,0.100141
0.124063,7.22864e+13,0.100994
0.124563,7.24581e+13,0.101851
0.125064,7.26289e+13,0.102706
0.125564,7.27987e+13,0.103562
0.126064,7.29675e+13,0.104419
0.126564,7.31352e+13,0.105277
0.127065,7.3302e+13,0.106134
0.127565,7.3468e+13,0.10699
0.128065,7.36331e+13,0.107846
0.128565,7.37974e+13,0.108702
0.129066,7.39608e+13,0.109556
0.129566,7.41233e+13,0.110411
0.130066,7.4285e+13,0.111265
0.130566,7.44456e+13,0.112122
0.131067,7.46054e+13,0.112977
0.131567,7.47643e+13,0.113831
0.132067,7.49224e+13,0.114684
0.132567,7.50798e+13,0.115537
0.133068,7.52362e+13,0.116391
0.133568,7.53917e+13,0.117245
0.134068,7.55464e+13,0.118098
0.134568,7.57003e+13,0.118951
0.135068,7.58532e+13,0.119807
0.135569,7.60052e+13,0.120663
0.136069,7.61564e+13,0.12152
0.136569,7.63066e+13,0.122378
0.137069,7.6456e+13,0.123236
0.13757,7.66046e+13,0.124093
0.13807,7.67524e+13,0.124951
0.13857,7.68992e+13,0.12581
0.13907,7.70451e+13,0.126669
0.139571,7.71904e+13,0.127527
0.140071,7.73349e+13,0.128386
0.140571,7.74786e+13,0.129245
0.141072,7.76215e+13,0.130106
0.141572,7.77637e+13,0.130966
0.142072,7.79053e+13,0.131825
0.142572,7.8046e+13,0.132683
0.143073,7.81862e+13,0.13354
0.143573,7.83256e+13,0.134397
0.144073,7.84643e+13,0.135257
0.144573,7.86023e+13,0.136115
0.145074,7.87397e+13,0.136972
0.145574,7.88763e+13,0.13783
0.146074,7.90123e+13,0.138687
0.146575,7.91476e+13,0.139544
0.147075,7.92822e+13,0.1404
0.147575,7.94162e+13,0.141256
0.148075,7.95494e+13,0.142113
0.148576,7.96819e+13,0.14297
0.149076,7.98136e+13,0.143827
0.149576,7.99448e+13,0.144683
0.150076,8.00752e+13,0.14554
0.150577,8.0205e+13,0.146397
0.151077,8.03341e+13,0.147253
0.151577,8.04626e+13,0.148108
0.152077,8.05903e+13,0.148964
0.152578,8.07175e+13,0.149819
0.153078,8.0844e+13,0.150674
0.153578,8.09698e+13,0.151528
0.154079,8.1095e+13,0.152384
0.154579,8.12194e+13,0.153241
0.155079,8.13434e+13,0.154097
0.155579,8.14668e+13,0.154952
0.15608,8.15895e+13,0.155808
0.15658,8.17116e+13,0.156663
0.15708,8.18331e+13,0.157518
0.157581,8.19539e+13,0.158373
0.158081,8.20739e+13,0.159231
0.158581,8.21934e+13,0.160088
0.159081,8.23124e+13,0.160943
0.159582,8.24309e+13,0.161799
0.160082,8.25487e+13,0.162654
0.160582,8.2666e+13,0.163508
0.161083,8.27827e+13,0.164366
0.161583,8.28988e+13,0.165223
0.162083,8.30144e+13,0.166079
0.162583,8.31293e+13,0.166936
0.163084,8.32435e+13,0.167794
0.163584,8.33572e+13,0.168653
0.164084,8.34703e+13,0.16951
0.164585,8.35828e+13,0.170369
0.165085,8.36949e+13,0.171225
0.165585,8.38065e+13,0.172082
0.166085,8.39175e+13,0.172938
0.166586,8.4028e+13,0.173795
0.167086,8.4138e+13,0.174651
0.167586,8.42475e+13,0.175508
0.168087,8.43564e+13,0.176366
0.168587,8.44648e+13,0.177225
0.169087,8.45725e+13,0.178084
0.169588,8.46798e+13,0.178943
0.170088,8.47866e+13,0.1798
0.170588,8.4893e+13,0.180658
0.171088,8.4999e+13,0.181514
0.171589,8.51045e+13,0.182371
0.172089,8.52095e+13,0.183231
0.172589,8.53139e+13,0.184089
0.17309,8.5418e+13,0.184948
0.17359,8.55216e+13,0.185807
0.17409,8.56248e+13,0.186665
0.17459,8.57275e+13,0.187524
0.175091,8.58297e+13,0.188384
0.175591,8.59313e+13,0.189243
0.176091,8.60325e+13,0.190102
0.176592,8.61332e+13,0.190964
0.177092,8.62335e+13,0.191827
0.177592,8.63332e+13,0.192689
0.178093,8.64325e+13,0.193551
0.178593,8.65314e+13,0.194415
0.179093,8.66297e+13,0.195279
0.179594,8.67276e+13,0.196143
0.180094,8.6825e+13,0.197007
0.180594,8.69222e+13,0.197871
0.181094,8.70188e+13,0.198735
0.181595,8.7115e+13,0.199601
0.182095,8.72109e+13,0.200464
0.182595,8.73064e+13,0.201327
0.183096,8.74015e+13,0.202191
0.183596,8.74963e+13,0.203055
0.184096,8.75907e+13,0.203919
0.184597,8.76847e+13,0.204782
0.185097,8.77784e+13,0.205645
0.185597,8.78718e+13,0.206508
0.186098,8.79648e+13,0.207371
0.186598,8.80574e+13,0.208233
0.187098,8.81497e+13,0.209094
0.187599,8.82416e+13,0.209958
0.188099,8.83331e+13,0.210821
0.188599,8.84243e+13,0.211684
0.1891,8.85151e+13,0.212547
0.1896,8.86055e+13,0.21341
0.1901,8.86956e+13,0.214273
0.190601,8.87854e+13,0.215137
0.191101,8.88748e+13,0.215999
0.191601,8.89639e+13,0.216863
0.192102,8.90527e+13,0.217725
0.192602,8.91412e+13,0.218588
0.193102,8.92293e+13,0.219449
0.193603,8.93169e+13,0.220314
0.194103,8.94042e+13,0.22118
0.194603,8.94912e+13,0.222044
0.195104,8.9578e+13,0.222908
0.195604,8.96644e+13,0.223772
0.196104,8.97505e+13,0.224637
0.196605,8.98363e+13,0.2255
0.197105,8.99217e+13,0.226364
0.197605,9.00068e+13,0.227228
0.198106,9.00915e+13,0.228092
0.198606,9.01758e+13,0.228958
0.199106,9.02598e+13,0.229821
0.199607,9.03436e+13,0.230684
0.200107,9.0427e+13,0.231547
